   3.0430092e+00   2.9713272e+00   3.1002359e+00   3.7482445e+00   3.2806159e+00   3.6730987e+00   3.4779156e+00   3.4041037e+00   1.8523105e+00   1.8207056e+00   1.8941955e+00   1.8201998e+00   1.8158889e+00   1.8455682e+00   1.7692997e+00   8.4371649e-01   8.4156826e-01   8.4774425e-01   8.4374514e-01   8.4159885e-01   8.3978716e-01   8.2904751e-01   8.4508704e-01   8.3679506e-01   3.7374308e-01   3.7330683e-01   3.7396901e-01   3.7378885e-01   3.7366270e-01   3.7377392e-01   3.7294295e-01   3.7336632e-01   3.7225904e-01   3.7362607e-01   3.7331159e-01   1.6443747e-01   1.6441583e-01   1.6448253e-01   1.6444169e-01   1.6443482e-01   1.6447739e-01   1.6442547e-01   1.6446930e-01   1.6437867e-01   1.6438948e-01   1.6434718e-01   1.6441191e-01   1.6446433e-01   7.2294152e-02   7.2290653e-02   7.2296898e-02   7.2294166e-02   7.2292672e-02   7.2296464e-02   7.2287767e-02   7.2297629e-02   7.2289912e-02   7.2291883e-02   7.2288706e-02   7.2282943e-02   7.2291941e-02   7.2291657e-02   7.2297297e-02   3.1773656e-02   3.1773284e-02   3.1773892e-02   3.1773670e-02   3.1773621e-02   3.1773901e-02   3.1773202e-02   3.1773880e-02   3.1773116e-02   3.1773797e-02   3.1773464e-02   3.1773107e-02   3.1773629e-02   3.1772699e-02   3.1773629e-02   3.1773391e-02   3.1773901e-02   1.3963968e-02   1.3963960e-02   1.3964008e-02   1.3963972e-02   1.3963967e-02   1.3964008e-02   1.3963959e-02   1.3964012e-02   1.3963936e-02   1.3963986e-02   1.3963954e-02   1.3963967e-02   1.3963988e-02   1.3963917e-02   1.3963988e-02   1.3963881e-02   1.3963966e-02   1.3963989e-02   1.3963984e-02   6.1368750e-03   6.1368700e-03   6.1368760e-03   6.1368750e-03   6.1368740e-03   6.1368760e-03   6.1368690e-03   6.1368770e-03   6.1368710e-03   6.1368740e-03   6.1368710e-03   6.1368710e-03   6.1368740e-03   6.1368700e-03   6.1368760e-03   6.1368670e-03   6.1368730e-03   6.1368700e-03   6.1368690e-03   6.1368760e-03   6.1368730e-03
   3.0144771e+00   2.9500000e+00   3.0718402e+00   3.7100399e+00   3.1961356e+00   3.5460485e+00   3.3825080e+00   3.3227305e+00   1.8417731e+00   1.8151890e+00   1.8876456e+00   1.7978765e+00   1.7978330e+00   1.8267129e+00   1.7554544e+00   8.4303379e-01   8.4070663e-01   8.4673853e-01   8.4294850e-01   8.4029866e-01   8.3480575e-01   8.2566207e-01   8.4325694e-01   8.3603769e-01   3.7364849e-01   3.7334016e-01   3.7390608e-01   3.7374135e-01   3.7356233e-01   3.7346194e-01   3.7285029e-01   3.7291944e-01   3.7192487e-01   3.7345590e-01   3.7328503e-01   1.6443405e-01   1.6440406e-01   1.6447468e-01   1.6443746e-01   1.6442980e-01   1.6445871e-01   1.6443105e-01   1.6443630e-01   1.6436179e-01   1.6433434e-01   1.6431751e-01   1.6440900e-01   1.6445396e-01   7.2293747e-02   7.2290373e-02   7.2296220e-02   7.2293517e-02   7.2291767e-02   7.2293289e-02   7.2288597e-02   7.2296000e-02   7.2290615e-02   7.2287319e-02   7.2284895e-02   7.2279220e-02   7.2287901e-02   7.2292794e-02   7.2295834e-02   3.1773594e-02   3.1773385e-02   3.1773884e-02   3.1773626e-02   3.1773588e-02   3.1773642e-02   3.1773321e-02   3.1773636e-02   3.1773216e-02   3.1773825e-02   3.1773343e-02   3.1772633e-02   3.1773159e-02   3.1772640e-02   3.1773060e-02   3.1773492e-02   3.1773772e-02   1.3963974e-02   1.3963948e-02   1.3964005e-02   1.3963977e-02   1.3963973e-02   1.3963989e-02   1.3963970e-02   1.3963992e-02   1.3963948e-02   1.3963992e-02   1.3963945e-02   1.3963975e-02   1.3963963e-02   1.3963883e-02   1.3963913e-02   1.3963870e-02   1.3963911e-02   1.3963994e-02   1.3963986e-02   6.1368740e-03   6.1368710e-03   6.1368760e-03   6.1368740e-03   6.1368730e-03   6.1368740e-03   6.1368710e-03   6.1368760e-03   6.1368710e-03   6.1368730e-03   6.1368700e-03   6.1368740e-03   6.1368720e-03   6.1368700e-03   6.1368720e-03   6.1368630e-03   6.1368640e-03   6.1368690e-03   6.1368670e-03   6.1368760e-03   6.1368750e-03
   3.0053736e+00   2.9616742e+00   3.0620993e+00   3.7278084e+00   3.1943469e+00   3.4473539e+00   3.3645954e+00   3.3300743e+00   1.8409729e+00   1.8297247e+00   1.8865649e+00   1.7885087e+00   1.7957621e+00   1.8255643e+00   1.7678109e+00   8.4383798e-01   8.4218067e-01   8.4622648e-01   8.4401065e-01   8.4093874e-01   8.3277712e-01   8.2670118e-01   8.4383390e-01   8.3798644e-01   3.7372186e-01   3.7359170e-01   3.7386786e-01   3.7387867e-01   3.7359541e-01   3.7333841e-01   3.7306189e-01   3.7299008e-01   3.7196854e-01   3.7355555e-01   3.7351486e-01   1.6444633e-01   1.6443314e-01   1.6447220e-01   1.6445466e-01   1.6443742e-01   1.6445643e-01   1.6445796e-01   1.6442887e-01   1.6437456e-01   1.6434292e-01   1.6434742e-01   1.6443822e-01   1.6446407e-01   7.2295106e-02   7.2293070e-02   7.2295418e-02   7.2295786e-02   7.2292498e-02   7.2292011e-02   7.2292196e-02   7.2294804e-02   7.2294417e-02   7.2287000e-02   7.2286281e-02   7.2283019e-02   7.2288620e-02   7.2295680e-02   7.2296079e-02   3.1773681e-02   3.1773702e-02   3.1773861e-02   3.1773855e-02   3.1773546e-02   3.1773574e-02   3.1773608e-02   3.1773575e-02   3.1773548e-02   3.1773813e-02   3.1773461e-02   3.1772681e-02   3.1773080e-02   3.1773129e-02   3.1772989e-02   3.1773776e-02   3.1773842e-02   1.3963987e-02   1.3963978e-02   1.3963997e-02   1.3964003e-02   1.3963974e-02   1.3963982e-02   1.3963994e-02   1.3963981e-02   1.3963977e-02   1.3964006e-02   1.3963964e-02   1.3963975e-02   1.3963962e-02   1.3963911e-02   1.3963886e-02   1.3963923e-02   1.3963924e-02   1.3964006e-02   1.3964006e-02   6.1368750e-03   6.1368740e-03   6.1368750e-03   6.1368760e-03   6.1368730e-03   6.1368730e-03   6.1368750e-03   6.1368740e-03   6.1368750e-03   6.1368740e-03   6.1368710e-03   6.1368760e-03   6.1368730e-03   6.1368710e-03   6.1368700e-03   6.1368650e-03   6.1368640e-03   6.1368700e-03   6.1368710e-03   6.1368770e-03   6.1368760e-03
   3.0110532e+00   2.9936153e+00   3.0685275e+00   3.7847831e+00   3.2399265e+00   3.3843220e+00   3.4073308e+00   3.4004306e+00   1.8457895e+00   1.8538790e+00   1.8920492e+00   1.7867155e+00   1.8054948e+00   1.8398264e+00   1.7958381e+00   8.4522565e-01   8.4444732e-01   8.4637889e-01   8.4560507e-01   8.4327960e-01   8.3370961e-01   8.3006664e-01   8.4609205e-01   8.4098000e-01   3.7391607e-01   3.7380870e-01   3.7384120e-01   3.7399376e-01   3.7380091e-01   3.7346376e-01   3.7339622e-01   3.7347582e-01   3.7213032e-01   3.7379908e-01   3.7382772e-01   1.6445899e-01   1.6447314e-01   1.6448775e-01   1.6445973e-01   1.6445660e-01   1.6447611e-01   1.6448289e-01   1.6446202e-01   1.6439775e-01   1.6439043e-01   1.6440848e-01   1.6447213e-01   1.6448396e-01   7.2297489e-02   7.2296067e-02   7.2295601e-02   7.2298161e-02   7.2296102e-02   7.2292920e-02   7.2294707e-02   7.2296906e-02   7.2297454e-02   7.2291589e-02   7.2292080e-02   7.2289829e-02   7.2293151e-02   7.2297991e-02   7.2297643e-02   3.1773879e-02   3.1773967e-02   3.1773973e-02   3.1773946e-02   3.1773789e-02   3.1773846e-02   3.1773912e-02   3.1773879e-02   3.1773594e-02   3.1773974e-02   3.1773853e-02   3.1773322e-02   3.1773579e-02   3.1773713e-02   3.1773462e-02   3.1773995e-02   3.1774022e-02   1.3964007e-02   1.3964010e-02   1.3964010e-02   1.3964015e-02   1.3964002e-02   1.3964003e-02   1.3964013e-02   1.3964008e-02   1.3964002e-02   1.3964006e-02   1.3964000e-02   1.3964005e-02   1.3964002e-02   1.3963983e-02   1.3963955e-02   1.3963983e-02   1.3963990e-02   1.3964020e-02   1.3964019e-02   6.1368770e-03   6.1368760e-03   6.1368760e-03   6.1368770e-03   6.1368760e-03   6.1368750e-03   6.1368770e-03   6.1368760e-03   6.1368770e-03   6.1368760e-03   6.1368760e-03   6.1368770e-03   6.1368760e-03   6.1368750e-03   6.1368750e-03   6.1368730e-03   6.1368730e-03   6.1368750e-03   6.1368750e-03   6.1368780e-03   6.1368780e-03
   3.0239292e+00   3.0254964e+00   3.0787881e+00   3.8483323e+00   3.2889978e+00   3.3513890e+00   3.4642176e+00   3.4798299e+00   1.8501732e+00   1.8758597e+00   1.8994981e+00   1.7839117e+00   1.8140488e+00   1.8571427e+00   1.8228210e+00   8.4605841e-01   8.4568910e-01   8.4647041e-01   8.4656759e-01   8.4533605e-01   8.3474597e-01   8.3180458e-01   8.4815243e-01   8.4300888e-01   3.7405508e-01   3.7381129e-01   3.7371937e-01   3.7397083e-01   3.7394943e-01   3.7354354e-01   3.7355760e-01   3.7387508e-01   3.7185152e-01   3.7392646e-01   3.7401797e-01   1.6444877e-01   1.6449648e-01   1.6450134e-01   1.6443199e-01   1.6445181e-01   1.6448899e-01   1.6449016e-01   1.6449005e-01   1.6437855e-01   1.6438687e-01   1.6442819e-01   1.6448583e-01   1.6449363e-01   7.2298704e-02   7.2295709e-02   7.2293366e-02   7.2299162e-02   7.2298413e-02   7.2290431e-02   7.2292578e-02   7.2298653e-02   7.2298381e-02   7.2291484e-02   7.2293710e-02   7.2289834e-02   7.2294326e-02   7.2298591e-02   7.2298285e-02   3.1773831e-02   3.1774020e-02   3.1773946e-02   3.1773688e-02   3.1773772e-02   3.1773948e-02   3.1774016e-02   3.1774056e-02   3.1772860e-02   3.1774079e-02   3.1774062e-02   3.1773294e-02   3.1773729e-02   3.1773775e-02   3.1773484e-02   3.1774018e-02   3.1774102e-02   1.3964000e-02   1.3964016e-02   1.3964006e-02   1.3963998e-02   1.3964003e-02   1.3963993e-02   1.3964005e-02   1.3964022e-02   1.3963989e-02   1.3963963e-02   1.3963995e-02   1.3964021e-02   1.3964021e-02   1.3963997e-02   1.3963959e-02   1.3963970e-02   1.3964015e-02   1.3964025e-02   1.3964019e-02   6.1368780e-03   6.1368760e-03   6.1368740e-03   6.1368770e-03   6.1368770e-03   6.1368730e-03   6.1368750e-03   6.1368780e-03   6.1368750e-03   6.1368750e-03   6.1368760e-03   6.1368740e-03   6.1368760e-03   6.1368770e-03   6.1368770e-03   6.1368720e-03   6.1368770e-03   6.1368770e-03   6.1368740e-03   6.1368770e-03   6.1368780e-03
   3.0468019e+00   3.0453250e+00   3.0855216e+00   3.8950712e+00   3.3297965e+00   3.3694676e+00   3.5077507e+00   3.5337250e+00   1.8562912e+00   1.8911957e+00   1.9069553e+00   1.7880279e+00   1.8199299e+00   1.8721394e+00   1.8434275e+00   8.4676834e-01   8.4584683e-01   8.4734185e-01   8.4734334e-01   8.4668418e-01   8.3753309e-01   8.3262175e-01   8.4938823e-01   8.4448369e-01   3.7413339e-01   3.7367537e-01   3.7379276e-01   3.7394911e-01   3.7401738e-01   3.7373002e-01   3.7358668e-01   3.7406746e-01   3.7180337e-01   3.7400966e-01   3.7408066e-01   1.6444465e-01   1.6450564e-01   1.6450776e-01   1.6441963e-01   1.6444536e-01   1.6449823e-01   1.6448631e-01   1.6450199e-01   1.6437306e-01   1.6439491e-01   1.6441718e-01   1.6448748e-01   1.6450009e-01   7.2299189e-02   7.2292702e-02   7.2294517e-02   7.2299478e-02   7.2299287e-02   7.2292361e-02   7.2288181e-02   7.2299329e-02   7.2298518e-02   7.2292110e-02   7.2292543e-02   7.2287877e-02   7.2295617e-02   7.2298200e-02   7.2298928e-02   3.1773773e-02   3.1773945e-02   3.1774002e-02   3.1773558e-02   3.1773682e-02   3.1774030e-02   3.1774000e-02   3.1774094e-02   3.1772468e-02   3.1774117e-02   3.1774124e-02   3.1773120e-02   3.1773831e-02   3.1773410e-02   3.1773750e-02   3.1774007e-02   3.1774114e-02   1.3963996e-02   1.3964004e-02   1.3964013e-02   1.3963989e-02   1.3963997e-02   1.3964002e-02   1.3963978e-02   1.3964026e-02   1.3963981e-02   1.3963956e-02   1.3963967e-02   1.3964026e-02   1.3964026e-02   1.3963957e-02   1.3963990e-02   1.3963958e-02   1.3964015e-02   1.3964023e-02   1.3964018e-02   6.1368780e-03   6.1368730e-03   6.1368750e-03   6.1368770e-03   6.1368770e-03   6.1368750e-03   6.1368720e-03   6.1368780e-03   6.1368740e-03   6.1368750e-03   6.1368750e-03   6.1368710e-03   6.1368760e-03   6.1368780e-03   6.1368780e-03   6.1368710e-03   6.1368770e-03   6.1368750e-03   6.1368740e-03   6.1368780e-03   6.1368770e-03
   3.0801813e+00   3.0496934e+00   3.0826156e+00   3.9132276e+00   3.3775937e+00   3.4186943e+00   3.5209911e+00   3.5467648e+00   1.8649001e+00   1.8996500e+00   1.9130091e+00   1.8006740e+00   1.8247640e+00   1.8808418e+00   1.8583943e+00   8.4770011e-01   8.4636221e-01   8.4865062e-01   8.4818101e-01   8.4745725e-01   8.4081975e-01   8.3564161e-01   8.4976513e-01   8.4614758e-01   3.7420179e-01   3.7373730e-01   3.7399089e-01   3.7402127e-01   3.7410209e-01   3.7395478e-01   3.7371521e-01   3.7409538e-01   3.7251847e-01   3.7411967e-01   3.7412473e-01   1.6446707e-01   1.6450818e-01   1.6450916e-01   1.6445068e-01   1.6446732e-01   1.6450608e-01   1.6448818e-01   1.6450143e-01   1.6442366e-01   1.6444474e-01   1.6443916e-01   1.6449532e-01   1.6450534e-01   7.2299439e-02   7.2294491e-02   7.2297452e-02   7.2299571e-02   7.2299477e-02   7.2296634e-02   7.2291798e-02   7.2299373e-02   7.2298880e-02   7.2295850e-02   7.2294685e-02   7.2292399e-02   7.2297525e-02   7.2298623e-02   7.2299478e-02   3.1773929e-02   3.1774013e-02   3.1774094e-02   3.1773840e-02   3.1773864e-02   3.1774098e-02   3.1774062e-02   3.1774113e-02   3.1773266e-02   3.1774122e-02   3.1774130e-02   3.1773590e-02   3.1773973e-02   3.1773629e-02   3.1774032e-02   3.1774069e-02   3.1774128e-02   1.3964012e-02   1.3964013e-02   1.3964022e-02   1.3964010e-02   1.3964012e-02   1.3964019e-02   1.3963999e-02   1.3964027e-02   1.3964006e-02   1.3963997e-02   1.3963995e-02   1.3964027e-02   1.3964026e-02   1.3963982e-02   1.3964018e-02   1.3963992e-02   1.3964020e-02   1.3964025e-02   1.3964023e-02   6.1368780e-03   6.1368750e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368770e-03   6.1368750e-03   6.1368780e-03   6.1368760e-03   6.1368770e-03   6.1368770e-03   6.1368750e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368750e-03   6.1368770e-03   6.1368770e-03   6.1368760e-03   6.1368780e-03   6.1368780e-03
   3.1137444e+00   3.0366941e+00   3.0658044e+00   3.8996821e+00   3.4125819e+00   3.4553204e+00   3.4901385e+00   3.5114814e+00   1.8689150e+00   1.9006191e+00   1.9160504e+00   1.8065130e+00   1.8196536e+00   1.8801304e+00   1.8639852e+00   8.4802824e-01   8.4662803e-01   8.4933248e-01   8.4824972e-01   8.4702783e-01   8.4165597e-01   8.3780735e-01   8.4923757e-01   8.4702373e-01   3.7424306e-01   3.7381536e-01   3.7405924e-01   3.7405896e-01   3.7416535e-01   3.7401756e-01   3.7369533e-01   3.7393228e-01   3.7315328e-01   3.7417096e-01   3.7412283e-01   1.6448635e-01   1.6450599e-01   1.6450581e-01   1.6447550e-01   1.6448869e-01   1.6450958e-01   1.6448435e-01   1.6448318e-01   1.6445829e-01   1.6447741e-01   1.6445911e-01   1.6450183e-01   1.6450600e-01   7.2299206e-02   7.2297398e-02   7.2299066e-02   7.2299295e-02   7.2298929e-02   7.2298405e-02   7.2296557e-02   7.2298630e-02   7.2298729e-02   7.2297415e-02   7.2295931e-02   7.2296579e-02   7.2298100e-02   7.2299171e-02   7.2299623e-02   3.1774062e-02   3.1774083e-02   3.1774121e-02   3.1774045e-02   3.1774032e-02   3.1774072e-02   3.1774114e-02   3.1774106e-02   3.1773879e-02   3.1774070e-02   3.1774082e-02   3.1773932e-02   3.1773974e-02   3.1773935e-02   3.1774101e-02   3.1774120e-02   3.1774137e-02   1.3964023e-02   1.3964022e-02   1.3964024e-02   1.3964022e-02   1.3964023e-02   1.3964024e-02   1.3964019e-02   1.3964025e-02   1.3964022e-02   1.3964017e-02   1.3964020e-02   1.3964025e-02   1.3964021e-02   1.3964011e-02   1.3964023e-02   1.3964017e-02   1.3964024e-02   1.3964027e-02   1.3964026e-02   6.1368780e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03
   3.1376213e+00   3.0078931e+00   3.0365054e+00   3.8589361e+00   3.4087263e+00   3.4594794e+00   3.4161683e+00   3.4332665e+00   1.8629074e+00   1.8934935e+00   1.9155967e+00   1.7954095e+00   1.7975203e+00   1.8699771e+00   1.8573727e+00   8.4699000e-01   8.4540506e-01   8.4899614e-01   8.4691660e-01   8.4479014e-01   8.3900426e-01   8.3578022e-01   8.4774548e-01   8.4623512e-01   3.7422992e-01   3.7360710e-01   3.7389915e-01   3.7395812e-01   3.7414037e-01   3.7385177e-01   3.7322174e-01   3.7348062e-01   3.7315475e-01   3.7410549e-01   3.7400037e-01   1.6448048e-01   1.6449589e-01   1.6449425e-01   1.6446699e-01   1.6448504e-01   1.6450935e-01   1.6445546e-01   1.6442760e-01   1.6443372e-01   1.6446921e-01   1.6443556e-01   1.6449799e-01   1.6449948e-01   7.2297731e-02   7.2297783e-02   7.2299598e-02   7.2298051e-02   7.2296582e-02   7.2297651e-02   7.2297982e-02   7.2295799e-02   7.2296924e-02   7.2294238e-02   7.2291745e-02   7.2296652e-02   7.2296035e-02   7.2298954e-02   7.2299419e-02   3.1774053e-02   3.1774000e-02   3.1774060e-02   3.1774078e-02   3.1774010e-02   3.1773831e-02   3.1774094e-02   3.1774006e-02   3.1774032e-02   3.1773812e-02   3.1773848e-02   3.1773825e-02   3.1773579e-02   3.1773907e-02   3.1774015e-02   3.1774118e-02   3.1774128e-02   1.3964024e-02   1.3964017e-02   1.3964016e-02   1.3964020e-02   1.3964025e-02   1.3964015e-02   1.3964018e-02   1.3964016e-02   1.3964020e-02   1.3964011e-02   1.3964021e-02   1.3964013e-02   1.3963990e-02   1.3964000e-02   1.3964007e-02   1.3964017e-02   1.3964020e-02   1.3964027e-02   1.3964026e-02   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368770e-03   6.1368770e-03   6.1368780e-03   6.1368770e-03   6.1368770e-03   6.1368770e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368760e-03   6.1368760e-03   6.1368760e-03   6.1368770e-03   6.1368770e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03   6.1368780e-03
   3.1474348e+00   2.9729767e+00   3.0039888e+00   3.8042143e+00   3.3674846e+00   3.4402399e+00   3.3236763e+00   3.3392913e+00   1.8486681e+00   1.8791995e+00   1.9122346e+00   1.7712794e+00   1.7639103e+00   1.8544200e+00   1.8412703e+00   8.4451981e-01   8.4255933e-01   8.4783928e-01   8.4428155e-01   8.4086560e-01   8.3358013e-01   8.2986005e-01   8.4555775e-01   8.4374571e-01   3.7415093e-01   3.7302689e-01   3.7350758e-01   3.7368965e-01   3.7400957e-01   3.7346089e-01   3.7222030e-01   3.7270994e-01   3.7250884e-01   3.7391555e-01   3.7372080e-01   1.6444471e-01   1.6447192e-01   1.6446919e-01   1.6441927e-01   1.6445267e-01   1.6450606e-01   1.6438536e-01   1.6431171e-01   1.6433769e-01   1.6441911e-01   1.6435188e-01   1.6447968e-01   1.6448265e-01   7.2293651e-02   7.2295405e-02   7.2299651e-02   7.2294753e-02   7.2290234e-02   7.2293958e-02   7.2296734e-02   7.2288308e-02   7.2291763e-02   7.2283721e-02   7.2277901e-02   7.2292291e-02   7.2289355e-02   7.2297502e-02   7.2298730e-02   3.1773870e-02   3.1773628e-02   3.1773821e-02   3.1773978e-02   3.1773738e-02   3.1773012e-02   3.1773959e-02   3.1773653e-02   3.1773933e-02   3.1772945e-02   3.1773076e-02   3.1773088e-02   3.1772162e-02   3.1773435e-02   3.1773666e-02   3.1774049e-02   3.1774081e-02   1.3964016e-02   1.3963984e-02   1.3963978e-02   1.3963997e-02   1.3964019e-02   1.3963975e-02   1.3963994e-02   1.3963975e-02   1.3963999e-02   1.3963963e-02   1.3963998e-02   1.3963959e-02   1.3963860e-02   1.3963918e-02   1.3963933e-02   1.3963990e-02   1.3963994e-02   1.3964024e-02   1.3964023e-02   6.1368750e-03   6.1368770e-03   6.1368760e-03   6.1368750e-03   6.1368750e-03   6.1368770e-03   6.1368760e-03   6.1368740e-03   6.1368730e-03   6.1368740e-03   6.1368770e-03   6.1368760e-03   6.1368670e-03   6.1368650e-03   6.1368680e-03   6.1368720e-03   6.1368720e-03   6.1368760e-03   6.1368760e-03   6.1368780e-03   6.1368780e-03
