-9.325000000000000000e+03 -1.340000000000000036e+01 -6.300000000000000000e+01 1.800000000000000044e+00 8.000000000000000444e-01 2.617000000000000171e+01 7.800000000000000266e-01
-9.275000000000000000e+03 -1.350000000000000000e+01 -6.310000000000000142e+01 5.999999999999999778e-01 2.999999999999999889e-01 3.150000000000000000e+01 2.399999999999999911e-01
-9.225000000000000000e+03 -1.140000000000000036e+01 -6.329999999999999716e+01 1.399999999999999911e+00 5.999999999999999778e-01 3.589000000000000057e+01 4.440000000000000391e+00
-9.175000000000000000e+03 -9.800000000000000711e+00 -6.050000000000000000e+01 5.400000000000000355e+00 2.700000000000000178e+00 3.717000000000000171e+01 3.689999999999999947e+00
-9.125000000000000000e+03 -9.500000000000000000e+00 -6.110000000000000142e+01 3.700000000000000178e+00 1.800000000000000044e+00 4.099000000000000199e+01 1.770000000000000018e+00
-9.075000000000000000e+03 -9.800000000000000711e+00 -6.470000000000000284e+01 1.199999999999999956e+00 5.000000000000000000e-01 4.897999999999999687e+01 3.200000000000000178e+00
-9.025000000000000000e+03 -8.099999999999999645e+00 -6.260000000000000142e+01 2.500000000000000000e+00 1.199999999999999956e+00 4.428000000000000114e+01 1.423000000000000043e+01
-8.975000000000000000e+03 -7.299999999999999822e+00 -6.229999999999999716e+01 2.000000000000000000e+00 9.000000000000000222e-01 4.928999999999999915e+01 2.310000000000000053e+00
-8.925000000000000000e+03 -7.099999999999999645e+00 -6.260000000000000142e+01 1.699999999999999956e+00 8.000000000000000444e-01 5.106000000000000227e+01 1.791000000000000014e+01
-8.875000000000000000e+03 -6.500000000000000000e+00 -5.970000000000000284e+01 2.299999999999999822e+00 1.199999999999999956e+00 4.692000000000000171e+01 1.133999999999999986e+01
-8.825000000000000000e+03 -3.299999999999999822e+00 -5.579999999999999716e+01 3.600000000000000089e+00 2.000000000000000000e+00 5.175000000000000000e+01 6.099999999999999867e-01
-8.775000000000000000e+03 -8.000000000000000444e-01 -5.429999999999999716e+01 3.600000000000000089e+00 2.100000000000000089e+00 5.774000000000000199e+01 4.799999999999999822e-01
-8.725000000000000000e+03 8.000000000000000444e-01 -5.610000000000000142e+01 2.799999999999999822e+00 1.600000000000000089e+00 6.289000000000000057e+01 3.099999999999999978e-01
-8.675000000000000000e+03 2.100000000000000089e+00 -5.860000000000000142e+01 2.200000000000000178e+00 1.199999999999999956e+00 6.451000000000000512e+01 7.469999999999999751e+00
-8.625000000000000000e+03 2.600000000000000089e+00 -5.760000000000000142e+01 1.899999999999999911e+00 1.000000000000000000e+00 5.432999999999999829e+01 1.327999999999999936e+01
-8.575000000000000000e+03 3.100000000000000089e+00 -5.679999999999999716e+01 1.699999999999999956e+00 9.000000000000000222e-01 5.096999999999999886e+01 7.160000000000000142e+00
-8.525000000000000000e+03 3.399999999999999911e+00 -5.550000000000000000e+01 1.600000000000000089e+00 9.000000000000000222e-01 4.903000000000000114e+01 6.230000000000000426e+00
-8.475000000000000000e+03 2.200000000000000178e+00 -5.320000000000000284e+01 1.199999999999999956e+00 6.999999999999999556e-01 4.450000000000000000e+01 7.910000000000000142e+00
-8.425000000000000000e+03 2.299999999999999822e+00 -5.220000000000000284e+01 1.199999999999999956e+00 6.999999999999999556e-01 4.157000000000000028e+01 4.190000000000000391e+00
-8.375000000000000000e+03 2.000000000000000000e+00 -5.229999999999999716e+01 9.000000000000000222e-01 5.000000000000000000e-01 4.154999999999999716e+01 3.759999999999999787e+00
-8.325000000000000000e+03 -2.799999999999999822e+00 -5.079999999999999716e+01 8.000000000000000444e-01 5.000000000000000000e-01 4.171000000000000085e+01 4.299999999999999822e+00
-8.275000000000000000e+03 -5.400000000000000355e+00 -5.110000000000000142e+01 4.000000000000000222e-01 2.999999999999999889e-01 4.422999999999999687e+01 3.500000000000000000e+00
-8.225000000000000000e+03 -8.900000000000000355e+00 -5.129999999999999716e+01 8.000000000000000444e-01 5.000000000000000000e-01 4.170000000000000284e+01 6.440000000000000391e+00
-8.175000000000000000e+03 -7.500000000000000000e+00 -5.079999999999999716e+01 2.000000000000000000e+00 1.300000000000000044e+00 4.528000000000000114e+01 7.000000000000000666e-02
-8.125000000000000000e+03 -7.000000000000000000e+00 -5.120000000000000284e+01 1.199999999999999956e+00 6.999999999999999556e-01 4.842999999999999972e+01 1.659999999999999920e+00
-8.075000000000000000e+03 -9.599999999999999645e+00 -5.189999999999999858e+01 8.000000000000000444e-01 5.000000000000000000e-01 4.788000000000000256e+01 4.450000000000000178e+00
-8.025000000000000000e+03 -7.799999999999999822e+00 -5.089999999999999858e+01 1.800000000000000044e+00 1.100000000000000089e+00 4.817999999999999972e+01 2.500000000000000000e+00
-7.975000000000000000e+03 -8.400000000000000355e+00 -4.950000000000000000e+01 2.200000000000000178e+00 1.399999999999999911e+00 5.504999999999999716e+01 9.399999999999999467e-01
-7.925000000000000000e+03 -7.200000000000000178e+00 -5.050000000000000000e+01 1.600000000000000089e+00 1.000000000000000000e+00 4.777000000000000313e+01 8.570000000000000284e+00
-7.875000000000000000e+03 -2.500000000000000000e+00 -5.339999999999999858e+01 1.800000000000000044e+00 1.100000000000000089e+00 4.267000000000000171e+01 2.250000000000000000e+00
-7.825000000000000000e+03 -5.000000000000000000e-01 -5.479999999999999716e+01 1.399999999999999911e+00 8.000000000000000444e-01 4.279999999999999716e+01 1.320000000000000062e+00
-7.775000000000000000e+03 -6.999999999999999556e-01 -5.620000000000000284e+01 4.400000000000000355e+00 2.500000000000000000e+00 4.264000000000000057e+01 2.439999999999999947e+00
-7.725000000000000000e+03 -3.000000000000000000e+00 -5.650000000000000000e+01 3.700000000000000178e+00 2.000000000000000000e+00 4.420000000000000284e+01 1.610000000000000098e+00
-7.675000000000000000e+03 -1.100000000000000089e+00 -5.839999999999999858e+01 2.000000000000000111e-01 1.000000000000000056e-01 4.689999999999999858e+01 2.450000000000000178e+00
-7.625000000000000000e+03 -1.600000000000000089e+00 -5.800000000000000000e+01 5.999999999999999778e-01 2.999999999999999889e-01 5.128000000000000114e+01 4.669999999999999929e+00
-7.575000000000000000e+03 -2.799999999999999822e+00 -5.739999999999999858e+01 2.000000000000000111e-01 1.000000000000000056e-01 5.217000000000000171e+01 5.000000000000000000e-01
-7.525000000000000000e+03 -1.000000000000000056e-01 -5.679999999999999716e+01 1.399999999999999911e+00 8.000000000000000444e-01 4.227000000000000313e+01 9.369999999999999218e+00
-7.475000000000000000e+03 1.000000000000000000e+00 -5.670000000000000284e+01 4.000000000000000222e-01 2.000000000000000111e-01 4.177000000000000313e+01 2.680000000000000160e+00
-7.425000000000000000e+03 -1.300000000000000044e+00 -5.610000000000000142e+01 3.200000000000000178e+00 1.800000000000000044e+00 4.540999999999999659e+01 5.370000000000000107e+00
-7.375000000000000000e+03 -6.999999999999999556e-01 -5.520000000000000284e+01 2.500000000000000000e+00 1.399999999999999911e+00 4.728000000000000114e+01 2.950000000000000178e+00
-7.325000000000000000e+03 2.000000000000000111e-01 -5.539999999999999858e+01 1.199999999999999956e+00 6.999999999999999556e-01 5.424000000000000199e+01 1.560000000000000053e+00
-7.275000000000000000e+03 -9.000000000000000222e-01 -5.589999999999999858e+01 1.399999999999999911e+00 8.000000000000000444e-01 5.474000000000000199e+01 6.339999999999999858e+00
-7.225000000000000000e+03 -2.200000000000000178e+00 -5.529999999999999716e+01 1.899999999999999911e+00 1.100000000000000089e+00 5.496000000000000085e+01 4.070000000000000284e+00
-7.175000000000000000e+03 -1.300000000000000044e+00 -5.389999999999999858e+01 1.699999999999999956e+00 1.000000000000000000e+00 5.524000000000000199e+01 1.350000000000000089e+00
-7.125000000000000000e+03 -1.000000000000000056e-01 -5.320000000000000284e+01 2.100000000000000089e+00 1.300000000000000044e+00 5.588000000000000256e+01 2.709999999999999964e+00
-7.075000000000000000e+03 1.600000000000000089e+00 -5.370000000000000284e+01 9.000000000000000222e-01 5.000000000000000000e-01 5.753999999999999915e+01 2.490000000000000213e+00
