1450	6.2	59.6	2.3	1.2
1460	6.7	60.5	2.3	1.2
1470	7.3	61.5	2.4	1.1
1480	7.8	62.4	2.4	1.1
1490	8.4	63.4	2.4	1.1
1500	9	64.4	2.4	1.0
1510	9.3	64.8	2.2	0.9
1520	9.5	65.2	2.1	0.9
1530	9.8	65.6	2.0	0.8
1540	9.8	66	1.9	0.8
1550	9.7	66.3	1.8	0.7
1560	9.4	66.2	1.9	0.8
1570	9.1	66.3	2.0	0.8
1580	8.8	66.6	2.1	0.8
1590	8.3	67.4	2.2	0.9
1600	7.4	68.5	2.3	0.8
1610	6.5	69.6	2.4	0.8
1620	4.8	70.1	2.5	0.8
1630	3.2	70.6	2.5	0.8
1640	1.5	71.1	2.6	0.8
1650	0	71.4	2.6	0.8
1660	-1.3	71.5	2.7	0.8
1670	-2.7	71.6	2.7	0.9
1680	-4.1	71.7	2.8	0.9
1690	-5.4	71.8	2.8	0.9
1700	-6.8	71.9	2.9	0.9
